0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.07562720527251561,-0.013671342904369036,0.0096669044966499,0.2485430190960566,0.5248795052369436,-0.09339988231658936,0.42365161577860516,-0.04552089919646581,0.003049318678677082,-0.5183233519395193,-0.12322551757097244,-0.14805513123671213,0.7767513593037924,0.3329092661539714,0.1572689414024353
-0.13720202445983887,0.003679433837532997,0.03306207247078419,0.30999037623405457,0.5666389614343643,-0.14971552789211273,0.5425364375114441,-0.019096351694315672,0.02640116893871891,-0.5564257055521011,-0.1286161243915558,-0.2150048092007637,0.9006300568580627,0.38004302978515625,0.20686472207307816
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.21881611160933973,0.08765273356499771,-0.10079171992838383,0.3364051011701425,0.10860838735631356,-0.35827505091826123,0.3870181242004037,0.23757589185067143,0.11808812730014324,-0.7333593686421712,-0.24534213443597158,-0.22312135671575864,0.728942422196269,0.5933389316002528,0.04778834516182542
-0.13467150926589966,0.024817319586873055,0.010547343641519547,0.2861115038394928,0.45037856698036194,-0.14660143852233887,0.48184263706207275,-0.03132885321974754,0.0528164841234684,-0.48955419659614563,-0.12074144184589386,-0.19312740862369537,0.7825363874435425,0.34335601329803467,0.16761872172355652
-0.10546865314245224,0.0015421569114550948,-0.008219818584620953,0.1770896017551422,-0.0023393200244754553,-0.25307944416999817,0.1388915330171585,0.1862705647945404,0.06658697873353958,-0.45286697149276733,-0.15236587822437286,-0.10596170276403427,0.40147078037261963,0.3581819236278534,0.00948308501392603
-0.11454970017075539,0.0011274171993136406,0.02408058801665902,0.2297457680106163,0.5199519097805023,-0.11865118145942688,0.43806131184101105,-0.04070214321836829,-0.01574474639073742,-0.4740026891231537,-0.1186310276389122,-0.1529521383345127,0.7765923738479614,0.33019018918275833,0.17617129161953926
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
-0.03688730485737324,0.02604874223470688,-0.010379173792898655,0.26163890957832336,0.5185015052556992,-0.16776281595230103,0.43128496408462524,0.005833396688103676,0.008981209248304367,-0.537640780210495,-0.12288182973861694,-0.20101933181285858,0.9116058647632599,0.3355495482683182,0.284181110560894
-0.21910424530506134,0.11585400550393388,-0.08179413992183981,0.30207900726236403,0.13295587240281748,-0.3080210315747536,0.36847471160581335,0.15917309833457693,0.09670964702917217,-0.6893123146146536,-0.24186683120205998,-0.18054919778933254,0.6890399149851874,0.5654922011308372,0.03152499315910973
-0.14105887711048126,0.02854146435856819,0.008013702929019928,0.2848109006881714,0.6307905912399292,-0.1782400906085968,0.4987465739250183,0.028465846553444862,0.03169730678200722,-0.616822361946106,-0.14512960612773895,-0.14884723722934723,0.9765286445617676,0.40049129724502563,0.18896044790744781
-0.13192453980445862,0.03357243537902832,0.02128450945019722,0.2524140477180481,0.5240515470504761,-0.08308969438076019,0.47218018770217896,-0.029813971370458603,0.0090555464848876,-0.5142468214035034,-0.11550994217395782,-0.1252608746290207,0.7860662341117859,0.3837818503379822,0.17042545974254608
-0.14923875033855438,0.13469696044921875,0.0649813637137413,0.3084770739078522,0.7521411776542664,-0.0716896578669548,0.6093308329582214,-0.09739290922880173,0.039997950196266174,-0.7544137835502625,-0.1664007008075714,-0.15630760788917542,1.1337242126464844,0.5309967994689941,0.2227673977613449
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
